cohort,anchor_seed,explorer_seeds,group,episode_seed,step,agent_index,role,explorer_disagreement_js,pairwise_explorer_js,centroid_anchor_tv,centroid_anchor_js,candidate_signal
A,71011,71011|71012|71013,N,880001,27,2,2,0.3610318899154663,0.644527018070221,0.9809464812278748,0.6482711434364319,False
A,71011,71011|71012|71013,N,880001,43,0,0,0.3238011300563812,0.5546117424964905,0.962357759475708,0.6262938380241394,False
A,71011,71011|71012|71013,N,880001,43,1,1,0.15364234149456024,0.3397052586078644,0.8652687072753906,0.4857533872127533,False
A,71011,71011|71012|71013,N,880001,43,2,2,0.35762476921081543,0.6403070092201233,0.9854438900947571,0.6582868099212646,False
A,71011,71011|71012|71013,N,880001,59,0,0,0.3278302252292633,0.5593012571334839,0.951863169670105,0.6105027794837952,False
A,71011,71011|71012|71013,N,880001,59,1,1,0.15988893806934357,0.3493373692035675,0.8835940361022949,0.5096760988235474,False
A,71011,71011|71012|71013,N,880001,59,2,2,0.35812053084373474,0.6361362934112549,0.9881542325019836,0.6665323972702026,False
A,71011,71011|71012|71013,N,880001,79,0,0,0.33002710342407227,0.5636689066886902,0.9071276783943176,0.5807762145996094,False
A,71011,71011|71012|71013,N,880001,79,1,1,0.17032797634601593,0.3655238151550293,0.9030675888061523,0.5390758514404297,False
A,71011,71011|71012|71013,N,880001,79,2,2,0.35694003105163574,0.624661922454834,0.9857395887374878,0.6677283048629761,False
A,71011,71011|71012|71013,N,880001,119,0,0,0.21458429098129272,0.44327056407928467,0.9559443593025208,0.6321171522140503,False
A,71011,71011|71012|71013,N,880001,119,1,1,0.16382251679897308,0.36192646622657776,0.7320552468299866,0.3693060874938965,False
A,71011,71011|71012|71013,N,880001,119,2,2,0.37983807921409607,0.6519935727119446,0.9800497889518738,0.6468212008476257,False
A,71011,71011|71012|71013,N,880002,0,0,0,0.2573961615562439,0.5210805535316467,0.9383993744850159,0.5661641359329224,False
A,71011,71011|71012|71013,N,880002,0,1,1,0.14785605669021606,0.34238967299461365,0.8112022876739502,0.4247099757194519,False
A,71011,71011|71012|71013,N,880002,0,2,2,0.3600815236568451,0.6448343992233276,0.9869652986526489,0.6604301333427429,False
A,71011,71011|71012|71013,N,880002,27,0,0,0.30236366391181946,0.5504525303840637,0.9383615255355835,0.6234316825866699,False
A,71011,71011|71012|71013,N,880002,27,1,1,0.1450386494398117,0.32466909289360046,0.8241965174674988,0.43631690740585327,False
A,71011,71011|71012|71013,N,880002,27,2,2,0.36797675490379333,0.645484983921051,0.979885995388031,0.6506940126419067,False
A,71011,71011|71012|71013,N,880002,43,0,0,0.3121156096458435,0.5532381534576416,0.9373059868812561,0.624243974685669,False
A,71011,71011|71012|71013,N,880002,43,1,1,0.14713174104690552,0.3266204297542572,0.8327771425247192,0.44590848684310913,False
A,71011,71011|71012|71013,N,880002,43,2,2,0.36403536796569824,0.6404418349266052,0.9831063151359558,0.6576124429702759,False
A,71011,71011|71012|71013,N,880002,59,0,0,0.3217998147010803,0.5567800402641296,0.9480494260787964,0.6230072975158691,False
A,71011,71011|71012|71013,N,880002,59,1,1,0.1556306630373001,0.3401680886745453,0.8532996773719788,0.46846917271614075,False
A,71011,71011|71012|71013,N,880002,59,2,2,0.35947656631469727,0.6321708559989929,0.9803740382194519,0.6596229672431946,False
A,71011,71011|71012|71013,N,880002,79,0,0,0.32457542419433594,0.5574626922607422,0.9558036923408508,0.6138655543327332,False
A,71011,71011|71012|71013,N,880002,79,1,1,0.16850809752941132,0.3618100583553314,0.8751205205917358,0.494893342256546,False
A,71011,71011|71012|71013,N,880002,79,2,2,0.3496662378311157,0.6152223348617554,0.9648176431655884,0.6447818875312805,False
A,71011,71011|71012|71013,N,880002,119,0,0,0.2146928459405899,0.44335684180259705,0.9563261866569519,0.6322686672210693,False
A,71011,71011|71012|71013,N,880002,119,1,1,0.16380220651626587,0.36178305745124817,0.7319574952125549,0.3692464828491211,False
A,71011,71011|71012|71013,N,880002,119,2,2,0.3798949420452118,0.6520975828170776,0.9799409508705139,0.6466132402420044,False
A,71011,71011|71012|71013,N,880003,0,0,0,0.26467517018318176,0.5216395854949951,0.9701393842697144,0.6242332458496094,False
A,71011,71011|71012|71013,N,880003,0,1,1,0.15218746662139893,0.35289227962493896,0.8374665975570679,0.4530961513519287,False
A,71011,71011|71012|71013,N,880003,0,2,2,0.3600815236568451,0.6448343992233276,0.9869652986526489,0.6604301333427429,False
A,71011,71011|71012|71013,N,880003,27,0,0,0.3207226097583771,0.5639527440071106,0.955380380153656,0.6302388906478882,False
A,71011,71011|71012|71013,N,880003,27,1,1,0.162741020321846,0.3629877269268036,0.8713674545288086,0.49272048473358154,False
A,71011,71011|71012|71013,N,880003,27,2,2,0.37890079617500305,0.6609592437744141,0.9744616746902466,0.6349420547485352,False
A,71011,71011|71012|71013,N,880003,43,0,0,0.32817235589027405,0.5678795576095581,0.9586540460586548,0.6267110109329224,False
A,71011,71011|71012|71013,N,880003,43,1,1,0.16481797397136688,0.3641268312931061,0.8787773251533508,0.503348171710968,False
A,71011,71011|71012|71013,N,880003,43,2,2,0.37703076004981995,0.658682107925415,0.9809653162956238,0.6479158997535706,False
A,71011,71011|71012|71013,N,880003,59,0,0,0.33295246958732605,0.5727537274360657,0.9521257281303406,0.612310528755188,False
A,71011,71011|71012|71013,N,880003,59,1,1,0.17237459123134613,0.3775686025619507,0.8969128131866455,0.529495358467102,False
A,71011,71011|71012|71013,N,880003,59,2,2,0.37652817368507385,0.6559240221977234,0.985863983631134,0.6599092483520508,False
A,71011,71011|71012|71013,N,880003,79,0,0,0.3357907831668854,0.577803909778595,0.9006200432777405,0.5802408456802368,False
A,71011,71011|71012|71013,N,880003,79,1,1,0.18199865520000458,0.3946709632873535,0.9145600199699402,0.5595594644546509,False
A,71011,71011|71012|71013,N,880003,79,2,2,0.3723403215408325,0.6464395523071289,0.9865536689758301,0.6663792133331299,False
A,71011,71011|71012|71013,N,880003,119,0,0,0.21458429098129272,0.44327056407928467,0.9559443593025208,0.6321171522140503,False
A,71011,71011|71012|71013,N,880003,119,1,1,0.16382251679897308,0.36192646622657776,0.7320552468299866,0.3693060874938965,False
A,71011,71011|71012|71013,N,880003,119,2,2,0.37983807921409607,0.6519935727119446,0.9800497889518738,0.6468212008476257,False
A,71011,71011|71012|71013,F0,880100,0,0,0,0.26758697628974915,0.5269390940666199,0.9733657836914062,0.630178689956665,False
A,71011,71011|71012|71013,F0,880100,0,1,1,0.15583135187625885,0.35836300253868103,0.8450029492378235,0.4617595672607422,False
A,71011,71011|71012|71013,F0,880100,0,2,2,0.3600815236568451,0.6448343992233276,0.9869652986526489,0.6604301333427429,False
A,71011,71011|71012|71013,F0,880100,27,0,0,0.3129635453224182,0.5607811808586121,0.9524438977241516,0.6123484373092651,False
A,71011,71011|71012|71013,F0,880100,27,1,1,0.17029668390750885,0.37735262513160706,0.8793346881866455,0.5033494234085083,False
A,71011,71011|71012|71013,F0,880100,27,2,2,0.36638331413269043,0.650723934173584,0.978238582611084,0.6420865654945374,False
A,71011,71011|71012|71013,F0,880100,43,0,0,0.31832805275917053,0.5663720965385437,0.9359886050224304,0.5925263166427612,False
A,71011,71011|71012|71013,F0,880100,43,1,1,0.17520123720169067,0.3845745027065277,0.8881547451019287,0.5161049365997314,False
A,71011,71011|71012|71013,F0,880100,43,2,2,0.3624236583709717,0.6471547484397888,0.9837718605995178,0.653423011302948,False
A,71011,71011|71012|71013,F0,880100,59,0,0,0.3248109817504883,0.578283965587616,0.890091061592102,0.5614914894104004,False
A,71011,71011|71012|71013,F0,880100,59,1,1,0.19669151306152344,0.44270458817481995,0.9238417744636536,0.5589345097541809,False
A,71011,71011|71012|71013,F0,880100,59,2,2,0.4099824130535126,0.6331943869590759,0.9706605076789856,0.6288090944290161,False
A,71011,71011|71012|71013,F0,880100,79,0,0,0.3342510163784027,0.5851613879203796,0.855269730091095,0.5406800508499146,False
A,71011,71011|71012|71013,F0,880100,79,1,1,0.21379660069942474,0.4717263877391815,0.9491727352142334,0.6009786128997803,False
A,71011,71011|71012|71013,F0,880100,79,2,2,0.4087125062942505,0.6335940361022949,0.9691377878189087,0.6261104345321655,False
A,71011,71011|71012|71013,F0,880100,119,0,0,0.2192472368478775,0.44994649291038513,0.9629921913146973,0.6362276077270508,False
A,71011,71011|71012|71013,F0,880100,119,1,1,0.18062371015548706,0.4011811912059784,0.7631084322929382,0.4115791618824005,False
A,71011,71011|71012|71013,F0,880100,119,2,2,0.40395474433898926,0.634395956993103,0.9661215543746948,0.6243888139724731,False
A,71011,71011|71012|71013,F0,880101,0,0,0,0.26450181007385254,0.5232222080230713,0.9671468138694763,0.617954671382904,False
A,71011,71011|71012|71013,F0,880101,0,1,1,0.14911940693855286,0.3481704294681549,0.8311507701873779,0.44603368639945984,False
A,71011,71011|71012|71013,F0,880101,0,2,2,0.3600815236568451,0.6448343992233276,0.9869652986526489,0.6604301333427429,False
A,71011,71011|71012|71013,F0,880101,27,0,0,0.31722965836524963,0.56357741355896,0.950903058052063,0.6343172192573547,False
A,71011,71011|71012|71013,F0,880101,27,1,1,0.15909187495708466,0.35580480098724365,0.8653985261917114,0.48471614718437195,False
A,71011,71011|71012|71013,F0,880101,27,2,2,0.380768746137619,0.6616652011871338,0.9754170775413513,0.6371086835861206,False
A,71011,71011|71012|71013,F0,880101,43,0,0,0.32701268792152405,0.5674302577972412,0.9590128064155579,0.6345947980880737,False
A,71011,71011|71012|71013,F0,880101,43,1,1,0.16091372072696686,0.3560388386249542,0.8719831109046936,0.49399083852767944,False
A,71011,71011|71012|71013,F0,880101,43,2,2,0.37934812903404236,0.6595521569252014,0.981814444065094,0.6499670743942261,False
A,71011,71011|71012|71013,F0,880101,59,0,0,0.33281388878822327,0.5743589997291565,0.9638886451721191,0.6311615109443665,False
A,71011,71011|71012|71013,F0,880101,59,1,1,0.1813354343175888,0.40340909361839294,0.9072146415710449,0.5353896617889404,False
A,71011,71011|71012|71013,F0,880101,59,2,2,0.41013145446777344,0.6331994533538818,0.9706333875656128,0.6287670731544495,False
A,71011,71011|71012|71013,F0,880101,79,0,0,0.3390507698059082,0.5773844122886658,0.9418342113494873,0.6069854497909546,False
A,71011,71011|71012|71013,F0,880101,79,1,1,0.1960582137107849,0.43281736969947815,0.9387795329093933,0.5815627574920654,False
A,71011,71011|71012|71013,F0,880101,79,2,2,0.4088837206363678,0.6335980296134949,0.9691066741943359,0.6260638236999512,False
A,71011,71011|71012|71013,F0,880101,119,0,0,0.21926188468933105,0.44992685317993164,0.9631866216659546,0.6363234519958496,False
A,71011,71011|71012|71013,F0,880101,119,1,1,0.18061743676662445,0.4010624885559082,0.7631067037582397,0.41156601905822754,False
A,71011,71011|71012|71013,F0,880101,119,2,2,0.4041539430618286,0.6344003081321716,0.9660934209823608,0.6243481636047363,False
A,71011,71011|71012|71013,F0,880102,0,0,0,0.2576848864555359,0.5132256746292114,0.9657363295555115,0.6134170293807983,False
A,71011,71011|71012|71013,F0,880102,0,1,1,0.15209431946277618,0.3534560203552246,0.8261058926582336,0.43978556990623474,False
A,71011,71011|71012|71013,F0,880102,0,2,2,0.3600815236568451,0.6448343992233276,0.9869652986526489,0.6604301333427429,False
A,71011,71011|71012|71013,F0,880102,27,0,0,0.325954794883728,0.562606155872345,0.9400867819786072,0.6312376260757446,False
A,71011,71011|71012|71013,F0,880102,27,1,1,0.15788613259792328,0.3546109199523926,0.8526545763015747,0.46821728348731995,False
A,71011,71011|71012|71013,F0,880102,27,2,2,0.3811506927013397,0.6607608199119568,0.9759119153022766,0.6391452550888062,False
A,71011,71011|71012|71013,F0,880102,43,0,0,0.3342689275741577,0.5659186244010925,0.9531267285346985,0.632422685623169,False
A,71011,71011|71012|71013,F0,880102,43,1,1,0.1592743992805481,0.3539409935474396,0.8590710163116455,0.4769991636276245,False
A,71011,71011|71012|71013,F0,880102,43,2,2,0.37987932562828064,0.6580763459205627,0.9809514880180359,0.6508322954177856,False
A,71011,71011|71012|71013,F0,880102,59,0,0,0.338940292596817,0.5685084462165833,0.9641519784927368,0.6345463991165161,False
A,71011,71011|71012|71013,F0,880102,59,1,1,0.17981521785259247,0.39172598719596863,0.8893067836761475,0.5098372101783752,False
A,71011,71011|71012|71013,F0,880102,59,2,2,0.4100569486618042,0.6331969499588013,0.9706469178199768,0.6287881135940552,False
A,71011,71011|71012|71013,F0,880102,79,0,0,0.3406629264354706,0.5682567954063416,0.9582127928733826,0.6181522607803345,False
A,71011,71011|71012|71013,F0,880102,79,1,1,0.19451163709163666,0.4131920039653778,0.9236031770706177,0.5560684204101562,False
A,71011,71011|71012|71013,F0,880102,79,2,2,0.40879830718040466,0.6335960030555725,0.9691224098205566,0.6260872483253479,False
A,71011,71011|71012|71013,F0,880102,119,0,0,0.21925435960292816,0.4499364197254181,0.9630895853042603,0.6362755298614502,False
A,71011,71011|71012|71013,F0,880102,119,1,1,0.18062038719654083,0.40112176537513733,0.7631075978279114,0.41157257556915283,False
A,71011,71011|71012|71013,F0,880102,119,2,2,0.40405455231666565,0.6343982219696045,0.9661074876785278,0.62436842918396,False
A,71011,71011|71012|71013,F0,880103,0,0,0,0.26467397809028625,0.5226089954376221,0.9690949320793152,0.6221760511398315,False
A,71011,71011|71012|71013,F0,880103,0,1,1,0.1507159322500229,0.35052159428596497,0.8344011902809143,0.44960030913352966,False
A,71011,71011|71012|71013,F0,880103,0,2,2,0.3600815236568451,0.6448343992233276,0.9869652986526489,0.6604301333427429,False
A,71011,71011|71012|71013,F0,880103,27,0,0,0.31895193457603455,0.5632610321044922,0.9547607898712158,0.6326031684875488,False
A,71011,71011|71012|71013,F0,880103,27,1,1,0.16067518293857574,0.3587215840816498,0.868402361869812,0.4887251853942871,False
A,71011,71011|71012|71013,F0,880103,27,2,2,0.3789805471897125,0.6606028079986572,0.9753196835517883,0.6367253661155701,False
A,71011,71011|71012|71013,F0,880103,43,0,0,0.3273555338382721,0.5671297907829285,0.9601510167121887,0.6309316158294678,False
A,71011,71011|71012|71013,F0,880103,43,1,1,0.16263306140899658,0.3594634234905243,0.8755596280097961,0.498863160610199,False
A,71011,71011|71012|71013,F0,880103,43,2,2,0.3772076666355133,0.6583121418952942,0.9816893339157104,0.6495290994644165,False
A,71011,71011|71012|71013,F0,880103,59,0,0,0.33271491527557373,0.5747377872467041,0.9596450924873352,0.6222245693206787,False
A,71011,71011|71012|71013,F0,880103,59,1,1,0.18308143317699432,0.4079325199127197,0.9102169871330261,0.5395499467849731,False
A,71011,71011|71012|71013,F0,880103,59,2,2,0.4100569486618042,0.6331969499588013,0.9706469178199768,0.6287881135940552,False
A,71011,71011|71012|71013,F0,880103,79,0,0,0.3385967016220093,0.578273594379425,0.9219755530357361,0.5937600135803223,False
A,71011,71011|71012|71013,F0,880103,79,1,1,0.1979382485151291,0.4378524720668793,0.9402782917022705,0.584700345993042,False
A,71011,71011|71012|71013,F0,880103,79,2,2,0.40879830718040466,0.6335960030555725,0.9691224098205566,0.6260872483253479,False
A,71011,71011|71012|71013,F0,880103,119,0,0,0.21925435960292816,0.4499364197254181,0.9630895853042603,0.6362755298614502,False
A,71011,71011|71012|71013,F0,880103,119,1,1,0.18062037229537964,0.40112170577049255,0.7631076574325562,0.4115726351737976,False
A,71011,71011|71012|71013,F0,880103,119,2,2,0.4040544927120209,0.6343981623649597,0.9661074280738831,0.62436842918396,False
A,71011,71011|71012|71013,TE,880200,0,0,0,0.25060024857521057,0.5058580636978149,0.9527839422225952,0.590675950050354,False
A,71011,71011|71012|71013,TE,880200,0,1,1,0.15422560274600983,0.35688820481300354,0.8199967741966248,0.4327744245529175,False
A,71011,71011|71012|71013,TE,880200,0,2,2,0.3600815236568451,0.6448343992233276,0.9869652986526489,0.6604301333427429,False
A,71011,71011|71012|71013,TE,880200,27,0,0,0.32351458072662354,0.5809597373008728,0.9293254613876343,0.6177622675895691,False
A,71011,71011|71012|71013,TE,880200,27,1,1,0.16279935836791992,0.36680564284324646,0.8418910503387451,0.45334452390670776,False
A,71011,71011|71012|71013,TE,880200,27,2,2,0.3896709382534027,0.6638634204864502,0.9696834683418274,0.6346926093101501,False
A,71011,71011|71012|71013,TE,880200,43,0,0,0.3229905366897583,0.5743995308876038,0.9383409023284912,0.6251848340034485,False
A,71011,71011|71012|71013,TE,880200,43,1,1,0.17431120574474335,0.39174866676330566,0.844861626625061,0.46122443675994873,False
A,71011,71011|71012|71013,TE,880200,43,2,2,0.4094392955303192,0.6339238286018372,0.9717404246330261,0.6311991810798645,False
A,71011,71011|71012|71013,TE,880200,59,0,0,0.32945483922958374,0.5779880881309509,0.9398813843727112,0.6224660873413086,False
A,71011,71011|71012|71013,TE,880200,59,1,1,0.18122267723083496,0.40769731998443604,0.8793807625770569,0.49744468927383423,False
A,71011,71011|71012|71013,TE,880200,59,2,2,0.40914463996887207,0.6340994834899902,0.9705812931060791,0.6286765336990356,False
A,71011,71011|71012|71013,TE,880200,79,0,0,0.32682594656944275,0.5768513679504395,0.9510160684585571,0.6128345727920532,False
A,71011,71011|71012|71013,TE,880200,79,1,1,0.19599555432796478,0.43368491530418396,0.9122251272201538,0.5384294390678406,False
A,71011,71011|71012|71013,TE,880200,79,2,2,0.4078954756259918,0.6344379782676697,0.9690607786178589,0.6259360313415527,False
A,71011,71011|71012|71013,TE,880200,119,0,0,0.2146928459405899,0.44335684180259705,0.9563261866569519,0.6322686672210693,False
A,71011,71011|71012|71013,TE,880200,119,1,1,0.16380220651626587,0.36178305745124817,0.7319574952125549,0.3692464828491211,False
A,71011,71011|71012|71013,TE,880200,119,2,2,0.3798949420452118,0.6520975828170776,0.9799409508705139,0.6466132402420044,False
A,71011,71011|71012|71013,TE,880201,0,0,0,0.2599817216396332,0.5162034630775452,0.9678105711936951,0.6176007986068726,False
A,71011,71011|71012|71013,TE,880201,0,1,1,0.15187224745750427,0.35253357887268066,0.8291897773742676,0.44338223338127136,False
A,71011,71011|71012|71013,TE,880201,0,2,2,0.3600815236568451,0.6448343992233276,0.9869652986526489,0.6604301333427429,False
A,71011,71011|71012|71013,TE,880201,27,0,0,0.3249025344848633,0.5603945255279541,0.9498754739761353,0.6326426267623901,False
A,71011,71011|71012|71013,TE,880201,27,1,1,0.1575608104467392,0.35246363282203674,0.8580342531204224,0.475317120552063,False
A,71011,71011|71012|71013,TE,880201,27,2,2,0.3783353269100189,0.6590889096260071,0.9766952395439148,0.6399102210998535,False
A,71011,71011|71012|71013,TE,880201,43,0,0,0.3287557363510132,0.5649686455726624,0.9619758129119873,0.6365816593170166,False
A,71011,71011|71012|71013,TE,880201,43,1,1,0.1742451786994934,0.38214123249053955,0.8649145364761353,0.4830140471458435,False
A,71011,71011|71012|71013,TE,880201,43,2,2,0.40982940793037415,0.6334509253501892,0.9717895984649658,0.6312680244445801,False
A,71011,71011|71012|71013,TE,880201,59,0,0,0.33734679222106934,0.5686326622962952,0.9645473957061768,0.6303809881210327,False
A,71011,71011|71012|71013,TE,880201,59,1,1,0.17842799425125122,0.39011478424072266,0.8996845483779907,0.5238500833511353,False
A,71011,71011|71012|71013,TE,880201,59,2,2,0.4095333516597748,0.6336488723754883,0.970628023147583,0.6287530660629272,False
A,71011,71011|71012|71013,TE,880201,79,0,0,0.33934423327445984,0.5690336227416992,0.9466812610626221,0.6088192462921143,False
A,71011,71011|71012|71013,TE,880201,79,1,1,0.1919579952955246,0.4127732813358307,0.9313737750053406,0.5690768957138062,False
A,71011,71011|71012|71013,TE,880201,79,2,2,0.4082680642604828,0.6340178847312927,0.9691070318222046,0.62603360414505,False
A,71011,71011|71012|71013,TE,880201,119,0,0,0.21462000906467438,0.4432986080646515,0.9560723304748535,0.6321677565574646,False
A,71011,71011|71012|71013,TE,880201,119,1,1,0.16381561756134033,0.36187875270843506,0.7320228815078735,0.36928629875183105,False
A,71011,71011|71012|71013,TE,880201,119,2,2,0.3798571527004242,0.6520283818244934,0.9800136089324951,0.6467520594596863,False
A,71011,71011|71012|71013,TE,880202,0,0,0,0.2644974887371063,0.5254172682762146,0.9666529893875122,0.6163877248764038,False
A,71011,71011|71012|71013,TE,880202,0,1,1,0.1491643190383911,0.34680184721946716,0.8274120092391968,0.44193190336227417,False
A,71011,71011|71012|71013,TE,880202,0,2,2,0.3600815236568451,0.6448343992233276,0.9869652986526489,0.6604301333427429,False
A,71011,71011|71012|71013,TE,880202,27,0,0,0.3136354684829712,0.5543120503425598,0.9568244814872742,0.6356987357139587,False
A,71011,71011|71012|71013,TE,880202,27,1,1,0.15299659967422485,0.34205785393714905,0.8560441732406616,0.47371193766593933,False
A,71011,71011|71012|71013,TE,880202,27,2,2,0.36877188086509705,0.650783360004425,0.9795709848403931,0.6455712914466858,False
A,71011,71011|71012|71013,TE,880202,43,0,0,0.3181658685207367,0.5620036721229553,0.9664995670318604,0.6388639211654663,False
A,71011,71011|71012|71013,TE,880202,43,1,1,0.1691228300333023,0.3787294626235962,0.8627128005027771,0.4817216396331787,False
A,71011,71011|71012|71013,TE,880202,43,2,2,0.40930795669555664,0.6339148283004761,0.9717664122581482,0.631239652633667,False
A,71011,71011|71012|71013,TE,880202,59,0,0,0.3280463218688965,0.5657994747161865,0.96543288230896,0.6300168037414551,False
A,71011,71011|71012|71013,TE,880202,59,1,1,0.1746949702501297,0.39458760619163513,0.9011516571044922,0.5262987017631531,False
A,71011,71011|71012|71013,TE,880202,59,2,2,0.4089924991130829,0.6340917944908142,0.9706100821495056,0.6287215948104858,False
A,71011,71011|71012|71013,TE,880202,79,0,0,0.33321475982666016,0.5689999461174011,0.9399977326393127,0.6049462556838989,False
A,71011,71011|71012|71013,TE,880202,79,1,1,0.1919778734445572,0.4291476309299469,0.9356452226638794,0.5748789310455322,False
A,71011,71011|71012|71013,TE,880202,79,2,2,0.40772247314453125,0.6344312429428101,0.969093382358551,0.6259859800338745,False
A,71011,71011|71012|71013,TE,880202,119,0,0,0.21462000906467438,0.4432986080646515,0.9560723304748535,0.6321677565574646,False
A,71011,71011|71012|71013,TE,880202,119,1,1,0.16381561756134033,0.36187875270843506,0.7320228815078735,0.36928629875183105,False
A,71011,71011|71012|71013,TE,880202,119,2,2,0.3798571527004242,0.6520283818244934,0.9800136089324951,0.6467520594596863,False
A,71011,71011|71012|71013,TE,880203,0,0,0,0.2545740604400635,0.5089714527130127,0.9622066020965576,0.6070965528488159,False
A,71011,71011|71012|71013,TE,880203,0,1,1,0.15324866771697998,0.35612764954566956,0.8236901164054871,0.4368858337402344,False
A,71011,71011|71012|71013,TE,880203,0,2,2,0.3600815236568451,0.6448343992233276,0.9869652986526489,0.6604301333427429,False
A,71011,71011|71012|71013,TE,880203,27,0,0,0.3278754651546478,0.5700626969337463,0.9384645819664001,0.6271473169326782,False
A,71011,71011|71012|71013,TE,880203,27,1,1,0.1609382927417755,0.36302831768989563,0.8484848141670227,0.4622747302055359,False
A,71011,71011|71012|71013,TE,880203,27,2,2,0.38571563363075256,0.6638439297676086,0.9737151265144348,0.636335015296936,False
A,71011,71011|71012|71013,TE,880203,43,0,0,0.33025631308555603,0.5686193108558655,0.9429388642311096,0.6340285539627075,False
A,71011,71011|71012|71013,TE,880203,43,1,1,0.17540115118026733,0.3892729580402374,0.8491334319114685,0.4656149744987488,False
A,71011,71011|71012|71013,TE,880203,43,2,2,0.409894198179245,0.6334549784660339,0.9717768430709839,0.6312483549118042,False
A,71011,71011|71012|71013,TE,880203,59,0,0,0.33812880516052246,0.5722947716712952,0.9566280245780945,0.6329865455627441,False
A,71011,71011|71012|71013,TE,880203,59,1,1,0.18255986273288727,0.4022100865840912,0.8879914283752441,0.5080553293228149,False
A,71011,71011|71012|71013,TE,880203,59,2,2,0.4096086025238037,0.6336519718170166,0.9706140160560608,0.6287311315536499,False
A,71011,71011|71012|71013,TE,880203,79,0,0,0.3376825153827667,0.5709268450737,0.9599676132202148,0.6207554936408997,False
A,71011,71011|71012|71013,TE,880203,79,1,1,0.19866760075092316,0.4263547360897064,0.921013355255127,0.5520044565200806,False
A,71011,71011|71012|71013,TE,880203,79,2,2,0.40835413336753845,0.6340205669403076,0.9690911173820496,0.6260095834732056,False
A,71011,71011|71012|71013,TE,880203,119,0,0,0.21465615928173065,0.4433274567127228,0.9561996459960938,0.6322183012962341,False
A,71011,71011|71012|71013,TE,880203,119,1,1,0.16380885243415833,0.3618309795856476,0.7319901585578918,0.36926621198654175,False
A,71011,71011|71012|71013,TE,880203,119,2,2,0.379876047372818,0.6520630717277527,0.9799772500991821,0.646682620048523,False
A,71011,71011|71012|71013,TL,880300,0,0,0,0.26267698407173157,0.5182775855064392,0.9700231552124023,0.6232602000236511,False
A,71011,71011|71012|71013,TL,880300,0,1,1,0.15425574779510498,0.35580742359161377,0.8382049798965454,0.4539191722869873,False
