method,seed,scenario,episode,success,recovered,steps,failure_step,recovery_step,first_support_after_failure,support_persistence,unique_active_pairs,pre_recovery_boost,action_hash
full,2,dropout030_delay2_relay_failure_early,6,0,0,260,24,-1,25,7,3,,d532dadecd625dde
full,2,dropout030_delay2_relay_failure_early,8,1,1,46,24,46,26,4,3,0.0000,451704394a653a74
full,2,dropout030_delay2_relay_failure_early,11,1,1,46,24,46,25,11,3,-0.0556,fdfb3382ac22a338
full,2,dropout030_delay2_relay_failure_early,10,1,1,47,24,47,25,8,3,-0.0444,25fecb0a3dcd9044
full,2,dropout030_delay2_relay_failure_early,9,0,0,260,24,-1,27,7,3,,85f5e5d8319d1e6f
full,2,dropout030_delay2_relay_failure_early,12,1,1,46,24,46,25,16,3,0.0000,33f2c8963ffe25d2
full,2,dropout030_delay2_relay_failure_early,13,1,1,46,24,46,25,5,3,-0.0333,ff6bc16274df0a0e
full,2,dropout030_delay2_relay_failure_early,14,1,1,47,24,47,25,7,3,0.0000,df77763bb4f652f5
full,2,dropout030_delay2_relay_failure_early,15,0,0,260,24,-1,25,7,3,,b1a7c808b8aa21ca
full,2,dropout030_delay2_relay_failure_early,16,1,1,46,24,46,27,4,3,-0.0111,cc4280dd648b38e9
full,2,dropout030_delay2_relay_failure_early,17,1,1,46,24,46,27,6,3,-0.0222,25ef765d064e3d92
full,2,dropout030_delay2_relay_failure_early,18,1,1,47,24,47,27,5,3,-0.0111,8d6a005244e15b41
full,2,dropout030_delay2_relay_failure_early,19,0,0,260,24,-1,25,9,3,,49557f1b1c4c48fc
full,2,dropout030_delay2_relay_failure_early,20,1,1,44,24,44,25,12,3,-0.0111,224ec6e9ea1f19ea
full,2,dropout030_delay2_relay_failure_early,21,1,1,46,24,46,25,5,3,-0.0556,8ae02dbb5250d7e6
full,2,dropout030_delay2_relay_failure_early,22,1,1,46,24,46,25,7,3,-0.0111,d81443c5fe329e38
full,2,dropout030_delay2_relay_failure_early,23,0,0,260,24,-1,28,10,3,,9414f4ed690a1c98
full,2,dropout030_delay2_relay_failure_early,24,1,1,46,24,46,25,3,3,-0.0333,1bc709a341e980a2
full,2,dropout030_delay2_relay_failure_early,26,1,1,47,24,47,28,7,3,-0.0222,103fb784aa793aee
full,2,dropout030_delay2_relay_failure_early,25,0,0,260,24,-1,25,14,3,,9910b505e64f8132
full,2,dropout030_delay2_relay_failure_early,27,0,0,260,24,-1,25,8,3,,58aab071f489562b
full,2,dropout030_delay2_relay_failure_early,31,1,1,45,24,45,25,4,3,-0.0222,4aac7274420ab4eb
full,2,dropout030_delay2_relay_failure_early,28,1,1,46,24,46,25,5,3,-0.0333,abb7950c23d8fa02
full,2,dropout030_delay2_relay_failure_early,29,1,1,46,24,46,25,4,3,-0.0222,09b1033f173e9b58
full,2,dropout030_delay2_relay_failure_early,30,0,0,260,24,-1,25,7,3,,76a67d3671f5d4f1
full,2,dropout030_delay2_relay_failure_early,34,1,1,46,24,46,25,4,3,-0.0333,74f1708eb7e7fc87
full,2,dropout030_delay2_relay_failure_early,32,1,1,50,24,50,25,7,3,-0.0222,fa3ceab7c40e1f4c
full,2,dropout030_delay2_relay_failure_early,33,0,0,260,24,-1,26,5,3,,a0229b8b25b48a7d
full,2,dropout030_delay2_relay_failure_early,35,0,0,260,24,-1,26,8,3,,ced53d5fe39a6611
full,2,dropout030_delay2_relay_failure_early,37,1,1,45,24,45,25,6,3,0.0111,32ae8e787b8fa17a
full,2,dropout030_delay2_relay_failure_early,38,1,1,46,24,46,25,4,3,-0.0333,87f6a77417053e32
full,2,dropout030_delay2_relay_failure_early,36,1,1,47,24,47,25,8,3,-0.0444,835e4199e76c39c7
full,2,dropout030_delay2_relay_failure_early,39,0,0,260,24,-1,25,10,3,,d05560398ce5e29a
full,2,dropout030_delay2_relay_failure_early,40,1,1,45,24,45,25,4,3,-0.0222,ce5288e03abab252
full,2,dropout030_delay2_relay_failure_early,42,1,1,46,24,46,25,7,3,-0.0778,7988e5586274db18
full,2,dropout030_delay2_relay_failure_early,41,0,0,260,24,-1,25,10,3,,0124d3f7e7a69b4f
full,2,dropout030_delay2_relay_failure_early,43,0,0,260,24,-1,26,7,3,,487e380b63b80ec8
full,2,dropout030_delay2_relay_failure_early,44,1,1,45,24,45,25,6,3,-0.0333,58157404209ee768
full,2,dropout030_delay2_relay_failure_early,47,1,1,46,24,46,25,6,3,-0.0333,91f20e6212355656
full,2,dropout030_delay2_relay_failure_early,45,1,1,47,24,47,25,4,3,-0.0222,09efc1eea9fa8b7e
full,2,dropout030_delay2_relay_failure_early,46,0,0,260,24,-1,25,7,3,,723694759ce3de54
full,2,dropout030_delay2_relay_failure_early,50,1,1,45,24,45,25,7,3,0.0111,764ccfcc630d4759
full,2,dropout030_delay2_relay_failure_early,51,1,1,45,24,45,26,4,3,-0.0111,293617bc6a8b56fa
full,2,dropout030_delay2_relay_failure_early,48,1,1,46,24,46,27,9,3,0.0000,1ea56f0376a80562
full,2,dropout030_delay2_relay_failure_early,49,0,0,260,24,-1,25,18,3,,87124fb6980a59b4
full,2,dropout030_delay2_relay_failure_early,53,1,1,44,24,44,25,3,3,-0.0111,e31e4a4a54dbb64c
full,2,dropout030_delay2_relay_failure_early,52,1,1,45,24,45,25,7,3,0.0000,2913a9a00dff8833
full,2,dropout030_delay2_relay_failure_early,54,1,1,45,24,45,25,5,3,-0.0111,a6f0ddcee68ff24b
full,2,dropout030_delay2_relay_failure_early,55,1,1,45,24,45,25,9,3,0.0111,577fb022bafa8afb
full,2,dropout030_delay2_relay_failure_early,58,1,1,44,24,44,25,9,3,0.0000,78307a9aa0d802c0
full,2,dropout030_delay2_relay_failure_early,56,1,1,45,24,45,26,7,3,-0.0111,835b5faaead8addd
full,2,dropout030_delay2_relay_failure_early,57,1,1,46,24,46,25,6,3,-0.0222,8204adb12e4f314d
full,2,dropout030_delay2_relay_failure_early,59,0,0,260,24,-1,25,6,3,,1a7c310ee984569f
full,2,dropout030_delay2_relay_failure_early,62,1,1,45,24,45,26,5,3,-0.0222,31678346c70170a6
full,2,dropout030_delay2_relay_failure_early,63,1,1,46,24,46,27,3,3,-0.0444,fa7d1dfdc4be7720
full,2,dropout030_delay2_relay_failure_early,61,1,1,47,24,47,25,5,3,-0.0333,0113429a9db01aa0
full,2,dropout030_delay2_relay_failure_early,60,0,0,260,24,-1,25,11,3,,8cf5fb3f0d17d43e
full,2,dropout030_delay2_relay_failure_early,65,1,1,46,24,46,26,5,3,-0.0222,47946294dd20d9ca
full,2,dropout030_delay2_relay_failure_early,67,1,1,46,24,46,25,8,3,-0.0222,2df755fe54fc1dac
full,2,dropout030_delay2_relay_failure_early,66,1,1,48,24,48,25,7,3,0.0000,3bafcbb276d10f31
full,2,dropout030_delay2_relay_failure_early,64,0,0,260,24,-1,25,8,3,,6c337cef10f85cdb
full,2,dropout030_delay2_relay_failure_early,68,1,1,45,24,45,25,8,3,0.0333,2f9822aeea4bdf21
full,2,dropout030_delay2_relay_failure_early,69,1,1,46,24,46,25,3,3,-0.0333,43f62f301da5ae14
full,2,dropout030_delay2_relay_failure_early,70,1,1,48,24,48,25,4,3,-0.0222,151a88027a2fbe9f
full,2,dropout030_delay2_relay_failure_early,71,1,1,49,24,49,26,3,3,-0.0222,673b579ae8f26229
full,2,dropout030_delay2_relay_failure_early,74,1,1,45,24,45,28,7,3,-0.0333,964226b0df9fa6fe
full,2,dropout030_delay2_relay_failure_early,73,1,1,46,24,46,25,17,3,0.0222,fcf193758d7dcab8
full,2,dropout030_delay2_relay_failure_early,72,1,1,47,24,47,26,6,3,0.0000,c77b3f4b4b38fa11
full,2,dropout030_delay2_relay_failure_early,75,1,1,47,24,47,25,5,3,-0.0444,06b5c81abc58a967
full,2,dropout030_delay2_relay_failure_early,79,1,1,45,24,45,27,6,3,-0.0333,ee143d8293154711
full,2,dropout030_delay2_relay_failure_early,77,1,1,46,24,46,25,8,3,-0.0222,a5a0d12868f21c89
full,2,dropout030_delay2_relay_failure_early,78,1,1,46,24,46,25,6,3,0.0000,f3eac49ea2f3c595
full,2,dropout030_delay2_relay_failure_early,76,1,1,47,24,47,25,7,3,-0.0444,20d508756b76f42f
full,2,dropout030_delay2_relay_failure_early,81,1,1,46,24,46,25,10,3,-0.0111,8886e86108202fdd
full,2,dropout030_delay2_relay_failure_early,82,1,1,46,24,46,25,12,3,0.0333,cefe4107bb24eae1
full,2,dropout030_delay2_relay_failure_early,80,0,0,260,24,-1,25,6,3,,87afb8c25f4d6956
full,2,dropout030_delay2_relay_failure_early,83,0,0,260,24,-1,28,4,3,,c30c5eef42a8398f
full,2,dropout030_delay2_relay_failure_early,87,1,1,44,24,44,25,13,3,-0.0444,3fffb4c8ed24bd37
full,2,dropout030_delay2_relay_failure_early,86,1,1,45,24,45,25,4,3,-0.0333,dde8ce3d825c3e03
full,2,dropout030_delay2_relay_failure_early,85,1,1,47,24,47,26,6,3,0.0000,3db4c62ad64f7e4d
full,2,dropout030_delay2_relay_failure_early,84,0,0,260,24,-1,25,6,3,,3c45b3f9ca47c638
full,2,dropout030_delay2_relay_failure_early,88,1,1,45,24,45,25,4,3,0.0000,21debd82b921f9c7
full,2,dropout030_delay2_relay_failure_early,89,1,1,45,24,45,26,5,3,-0.0222,bb14d15f1df57c87
full,2,dropout030_delay2_relay_failure_early,91,1,1,45,24,45,25,7,2,0.0222,757d23f6b3181946
full,2,dropout030_delay2_relay_failure_early,90,1,1,47,24,47,25,7,3,-0.0111,45db6492d307a987
full,2,dropout030_delay2_relay_failure_early,92,1,1,47,24,47,26,10,3,-0.0222,da6b2d1c7fd65f9d
full,2,dropout030_delay2_relay_failure_early,94,1,1,47,24,47,25,6,3,-0.0333,401557b3479be708
full,2,dropout030_delay2_relay_failure_early,93,0,0,260,24,-1,27,9,3,,089494223b1d75b1
full,2,dropout030_delay2_relay_failure_early,95,0,0,260,24,-1,26,7,3,,ac4192027e831692
full,2,dropout030_delay2_relay_failure_early,97,1,1,46,24,46,25,3,3,-0.0222,6c15f4e168a65091
full,2,dropout030_delay2_relay_failure_early,96,0,0,260,24,-1,25,6,3,,5784ecaee5f9d4dc
full,2,dropout030_delay2_relay_failure_early,98,0,0,260,24,-1,25,5,3,,360f8a4a8bdbe7c3
full,2,dropout030_delay2_relay_failure_early,99,0,0,260,24,-1,25,6,3,,01015703f1d7786d
w_o_task_support,0,dropout030_delay2_relay_failure,0,1,1,44,39,44,-1,0,0,0.0000,a17e86466a283103
w_o_task_support,0,dropout030_delay2_relay_failure,1,1,1,44,39,44,-1,0,0,0.0000,246b8fcb60ef2e98
w_o_task_support,0,dropout030_delay2_relay_failure,2,1,1,45,39,45,-1,0,0,0.0000,4b499fccae3321a5
w_o_task_support,0,dropout030_delay2_relay_failure,3,1,1,45,39,45,-1,0,0,0.0000,c1b31fba3070f94d
w_o_task_support,0,dropout030_delay2_relay_failure,5,1,1,45,39,45,-1,0,0,0.0000,4f0a51ed1026e1ca
w_o_task_support,0,dropout030_delay2_relay_failure,6,1,1,46,39,46,-1,0,0,0.0000,f4265069203b6b7a
w_o_task_support,0,dropout030_delay2_relay_failure,4,1,1,47,39,47,-1,0,0,0.0000,102fdfde7d22c92c
w_o_task_support,0,dropout030_delay2_relay_failure,7,1,1,47,39,47,-1,0,0,0.0000,a3536d274ad95f82
w_o_task_support,0,dropout030_delay2_relay_failure,9,1,1,44,39,44,-1,0,0,0.0000,8452971e3e5c3cd8
w_o_task_support,0,dropout030_delay2_relay_failure,8,1,1,46,39,46,-1,0,0,0.0000,7d4f24fb2b52a8bb
w_o_task_support,0,dropout030_delay2_relay_failure,11,1,1,46,39,46,-1,0,0,0.0000,1a444f5c55dd9a66
w_o_task_support,0,dropout030_delay2_relay_failure,10,1,1,48,39,48,-1,0,0,0.0000,13e09df8b02dfa81
w_o_task_support,0,dropout030_delay2_relay_failure,15,1,1,45,39,45,-1,0,0,0.0000,041532eabf53757f
w_o_task_support,0,dropout030_delay2_relay_failure,12,1,1,46,39,46,-1,0,0,0.0000,0d64d2a6334c5d49
w_o_task_support,0,dropout030_delay2_relay_failure,13,1,1,47,39,47,-1,0,0,0.0000,c6311fe848bdbf74
w_o_task_support,0,dropout030_delay2_relay_failure,14,1,1,49,39,49,-1,0,0,0.0000,9c02589b7ed22f52
w_o_task_support,0,dropout030_delay2_relay_failure,19,1,1,45,39,45,-1,0,0,0.0000,74f5ce76586490c1
w_o_task_support,0,dropout030_delay2_relay_failure,16,1,1,47,39,47,-1,0,0,0.0000,b3844ebd8a3e3db1
w_o_task_support,0,dropout030_delay2_relay_failure,17,1,1,47,39,47,-1,0,0,0.0000,f0e30354cadd9483
w_o_task_support,0,dropout030_delay2_relay_failure,18,0,0,260,39,-1,-1,0,0,,b1e47a4770fbab79
w_o_task_support,0,dropout030_delay2_relay_failure,20,1,1,44,39,44,-1,0,0,0.0000,af0907f65f9dea52
w_o_task_support,0,dropout030_delay2_relay_failure,23,1,1,45,39,45,-1,0,0,0.0000,124387111376c147
w_o_task_support,0,dropout030_delay2_relay_failure,21,1,1,46,39,46,-1,0,0,0.0000,3aa2b4a52b968de1
w_o_task_support,0,dropout030_delay2_relay_failure,22,1,1,47,39,47,-1,0,0,0.0000,69d8c5c1aa383ddf
w_o_task_support,0,dropout030_delay2_relay_failure,25,1,1,44,39,44,-1,0,0,0.0000,5ff781027b593a37
w_o_task_support,0,dropout030_delay2_relay_failure,24,1,1,47,39,47,-1,0,0,0.0000,d4b3e597898229dd
w_o_task_support,0,dropout030_delay2_relay_failure,26,1,1,48,39,48,-1,0,0,0.0000,0ea1514b478d1597
w_o_task_support,0,dropout030_delay2_relay_failure,27,1,1,131,39,131,-1,0,0,0.0000,f546d9ad8e3e06df
w_o_task_support,0,dropout030_delay2_relay_failure,30,1,1,45,39,45,-1,0,0,0.0000,20754a3b68fe7334
w_o_task_support,0,dropout030_delay2_relay_failure,31,1,1,45,39,45,-1,0,0,0.0000,f816018a85bf1442
w_o_task_support,0,dropout030_delay2_relay_failure,28,1,1,47,39,47,-1,0,0,0.0000,d72535004f419449
w_o_task_support,0,dropout030_delay2_relay_failure,29,1,1,47,39,47,-1,0,0,0.0000,f5577e37b7256309
w_o_task_support,0,dropout030_delay2_relay_failure,35,1,1,44,39,44,-1,0,0,0.0000,8e1d591b5f127fb6
w_o_task_support,0,dropout030_delay2_relay_failure,33,1,1,45,39,45,-1,0,0,0.0000,7d504cedabdc072f
w_o_task_support,0,dropout030_delay2_relay_failure,34,1,1,46,39,46,-1,0,0,0.0000,5c41bced8677632b
w_o_task_support,0,dropout030_delay2_relay_failure,32,0,0,260,39,-1,-1,0,0,,0cdb3d20dd35f5da
w_o_task_support,0,dropout030_delay2_relay_failure,39,1,1,45,39,45,-1,0,0,0.0000,aea9cb71543c2b25
w_o_task_support,0,dropout030_delay2_relay_failure,37,1,1,46,39,46,-1,0,0,0.0000,beb73d202ff23527
w_o_task_support,0,dropout030_delay2_relay_failure,38,1,1,46,39,46,-1,0,0,0.0000,08f2870fb205793f
w_o_task_support,0,dropout030_delay2_relay_failure,36,1,1,49,39,49,-1,0,0,0.0000,8dc8783e693c405b
w_o_task_support,0,dropout030_delay2_relay_failure,40,1,1,45,39,45,-1,0,0,0.0000,14cf8652fc19cba8
w_o_task_support,0,dropout030_delay2_relay_failure,43,1,1,45,39,45,-1,0,0,0.0000,7ffe91163ba07b62
w_o_task_support,0,dropout030_delay2_relay_failure,42,1,1,47,39,47,-1,0,0,0.0000,8605d856b3097dfe
w_o_task_support,0,dropout030_delay2_relay_failure,41,0,0,260,39,-1,-1,0,0,,9ab7a13a8792f927
w_o_task_support,0,dropout030_delay2_relay_failure,46,1,1,44,39,44,-1,0,0,0.0000,773a08232e665437
w_o_task_support,0,dropout030_delay2_relay_failure,44,1,1,45,39,45,-1,0,0,0.0000,41c19d711c33a9aa
w_o_task_support,0,dropout030_delay2_relay_failure,47,1,1,47,39,47,-1,0,0,0.0000,f729a7a86cce6f3c
w_o_task_support,0,dropout030_delay2_relay_failure,45,1,1,48,39,48,-1,0,0,0.0000,7a1e2f1e69d94d82
w_o_task_support,0,dropout030_delay2_relay_failure,49,1,1,45,39,45,-1,0,0,0.0000,956646d818fb7cc6
w_o_task_support,0,dropout030_delay2_relay_failure,50,1,1,45,39,45,-1,0,0,0.0000,05b9da774f31f010
w_o_task_support,0,dropout030_delay2_relay_failure,51,1,1,46,39,46,-1,0,0,0.0000,272b294bd4b7fcf7
w_o_task_support,0,dropout030_delay2_relay_failure,48,1,1,47,39,47,-1,0,0,0.0000,9c818bde31575e32
w_o_task_support,0,dropout030_delay2_relay_failure,53,1,1,45,39,45,-1,0,0,0.0000,6fbb2a094c428348
w_o_task_support,0,dropout030_delay2_relay_failure,54,1,1,45,39,45,-1,0,0,0.0000,6d9d57a538ac79c0
w_o_task_support,0,dropout030_delay2_relay_failure,55,1,1,45,39,45,-1,0,0,0.0000,5e774e0bfbb6eb61
w_o_task_support,0,dropout030_delay2_relay_failure,52,1,1,46,39,46,-1,0,0,0.0000,014d38c55900c7c3
w_o_task_support,0,dropout030_delay2_relay_failure,56,1,1,45,39,45,-1,0,0,0.0000,756a643d2c2f392a
w_o_task_support,0,dropout030_delay2_relay_failure,58,1,1,45,39,45,-1,0,0,0.0000,2cb2c059af1bfed2
w_o_task_support,0,dropout030_delay2_relay_failure,59,1,1,46,39,46,-1,0,0,0.0000,35368242ef3ddff2
w_o_task_support,0,dropout030_delay2_relay_failure,57,1,1,47,39,47,-1,0,0,0.0000,2b23693b3920a4ee
w_o_task_support,0,dropout030_delay2_relay_failure,60,1,1,46,39,46,-1,0,0,0.0000,1095ae20b3d6fda9
w_o_task_support,0,dropout030_delay2_relay_failure,63,1,1,47,39,47,-1,0,0,0.0000,c9a001db614d190b
w_o_task_support,0,dropout030_delay2_relay_failure,61,1,1,50,39,50,-1,0,0,0.0000,7794ebb8e814fa98
w_o_task_support,0,dropout030_delay2_relay_failure,62,0,0,260,39,-1,-1,0,0,,9f2a9bf8b203fa4e
w_o_task_support,0,dropout030_delay2_relay_failure,65,1,1,46,39,46,-1,0,0,0.0000,b7863d2e33f27e1c
w_o_task_support,0,dropout030_delay2_relay_failure,67,1,1,47,39,47,-1,0,0,0.0000,22284c4bf130aa32
w_o_task_support,0,dropout030_delay2_relay_failure,64,1,1,138,39,138,-1,0,0,0.0000,17e2a5cd1b45132e
w_o_task_support,0,dropout030_delay2_relay_failure,66,0,0,260,39,-1,-1,0,0,,7df2f1322c1f850d
w_o_task_support,0,dropout030_delay2_relay_failure,68,1,1,46,39,46,-1,0,0,0.0000,6fb6da03c2caa6f7
w_o_task_support,0,dropout030_delay2_relay_failure,69,1,1,48,39,48,-1,0,0,0.0000,72d392343ace71fb
w_o_task_support,0,dropout030_delay2_relay_failure,70,1,1,50,39,50,-1,0,0,0.0000,7015f00c4220a3b3
w_o_task_support,0,dropout030_delay2_relay_failure,71,0,0,260,39,-1,-1,0,0,,2d5e4d3b5ac010da
w_o_task_support,0,dropout030_delay2_relay_failure,74,1,1,46,39,46,-1,0,0,0.0000,931dd18cacafb637
w_o_task_support,0,dropout030_delay2_relay_failure,73,1,1,47,39,47,-1,0,0,0.0000,d074f08791caecd3
w_o_task_support,0,dropout030_delay2_relay_failure,72,1,1,49,39,49,-1,0,0,0.0000,01083424c4977cb5
w_o_task_support,0,dropout030_delay2_relay_failure,75,1,1,49,39,49,-1,0,0,0.0000,806df6bfbb1168cc
w_o_task_support,0,dropout030_delay2_relay_failure,79,1,1,46,39,46,-1,0,0,0.0000,24b5a73202bd6a0d
w_o_task_support,0,dropout030_delay2_relay_failure,76,1,1,47,39,47,-1,0,0,0.0000,d81095c508c9158b
w_o_task_support,0,dropout030_delay2_relay_failure,77,1,1,47,39,47,-1,0,0,0.0000,6bfb5288d57d0ebb
w_o_task_support,0,dropout030_delay2_relay_failure,78,1,1,47,39,47,-1,0,0,0.0000,5ac9126633e03e51
w_o_task_support,0,dropout030_delay2_relay_failure,80,1,1,45,39,45,-1,0,0,0.0000,f6d64636f88ae526
w_o_task_support,0,dropout030_delay2_relay_failure,81,1,1,46,39,46,-1,0,0,0.0000,7f5c50632d646b5b
w_o_task_support,0,dropout030_delay2_relay_failure,82,1,1,46,39,46,-1,0,0,0.0000,1dc8a730d3e17976
w_o_task_support,0,dropout030_delay2_relay_failure,83,0,0,151,39,-1,-1,0,0,,0b3559e540247854
w_o_task_support,0,dropout030_delay2_relay_failure,87,1,1,44,39,44,-1,0,0,0.0000,6945550a1369dec2
w_o_task_support,0,dropout030_delay2_relay_failure,84,1,1,45,39,45,-1,0,0,0.0000,9d7485b9810e5a68
w_o_task_support,0,dropout030_delay2_relay_failure,86,1,1,46,39,46,-1,0,0,0.0000,b56c4d49cea32962
w_o_task_support,0,dropout030_delay2_relay_failure,85,1,1,48,39,48,-1,0,0,0.0000,6c9ce345de59aecb
w_o_task_support,0,dropout030_delay2_relay_failure,91,1,1,45,39,45,-1,0,0,0.0000,61659e2395649454
w_o_task_support,0,dropout030_delay2_relay_failure,89,1,1,46,39,46,-1,0,0,0.0000,44e95e719046097d
w_o_task_support,0,dropout030_delay2_relay_failure,90,1,1,50,39,50,-1,0,0,0.0000,19f4e1f9f228766e
w_o_task_support,0,dropout030_delay2_relay_failure,88,0,0,260,39,-1,-1,0,0,,cf1e0928e140a356
w_o_task_support,0,dropout030_delay2_relay_failure,93,1,1,45,39,45,-1,0,0,0.0000,f0bb85fd3bec6bd1
w_o_task_support,0,dropout030_delay2_relay_failure,95,1,1,45,39,45,-1,0,0,0.0000,2f5c0cd7ea2847fe
w_o_task_support,0,dropout030_delay2_relay_failure,92,1,1,48,39,48,-1,0,0,0.0000,bd08d1a49f209ac3
w_o_task_support,0,dropout030_delay2_relay_failure,94,1,1,49,39,49,-1,0,0,0.0000,7f39daf6bf7b0c83
w_o_task_support,0,dropout030_delay2_relay_failure,96,1,1,45,39,45,-1,0,0,0.0000,9d69e47e5c7bcac0
w_o_task_support,0,dropout030_delay2_relay_failure,98,1,1,45,39,45,-1,0,0,0.0000,5909e85a178bc2c8
w_o_task_support,0,dropout030_delay2_relay_failure,97,1,1,47,39,47,-1,0,0,0.0000,189efd0e10ccc4c8
w_o_task_support,0,dropout030_delay2_relay_failure,99,1,1,48,39,48,-1,0,0,0.0000,825743ccf2fd5d7b
w_o_task_support,0,dropout030_delay2_relay_failure_early,0,1,1,44,24,44,-1,0,0,0.0000,8e891863066705bf
w_o_task_support,0,dropout030_delay2_relay_failure_early,1,1,1,45,24,45,-1,0,0,0.0000,6260bfb7db60bcf1
w_o_task_support,0,dropout030_delay2_relay_failure_early,2,1,1,45,24,45,-1,0,0,0.0000,c963ba70574da43e
w_o_task_support,0,dropout030_delay2_relay_failure_early,3,1,1,45,24,45,-1,0,0,0.0000,c8edafcefacebe2b
w_o_task_support,0,dropout030_delay2_relay_failure_early,6,1,1,46,24,46,-1,0,0,0.0000,2a555606c7769766
w_o_task_support,0,dropout030_delay2_relay_failure_early,7,1,1,47,24,47,-1,0,0,0.0000,55f2d21edc39b48f
w_o_task_support,0,dropout030_delay2_relay_failure_early,4,1,1,48,24,48,-1,0,0,0.0000,492cd18b530b1e74
w_o_task_support,0,dropout030_delay2_relay_failure_early,5,0,0,260,24,-1,-1,0,0,,aca1f058f9c1e228
w_o_task_support,0,dropout030_delay2_relay_failure_early,9,1,1,44,24,44,-1,0,0,0.0000,ec92a540deeebe35
w_o_task_support,0,dropout030_delay2_relay_failure_early,11,1,1,46,24,46,-1,0,0,0.0000,17a57487bec60f03
w_o_task_support,0,dropout030_delay2_relay_failure_early,8,1,1,47,24,47,-1,0,0,0.0000,90fc8c7b5cbc7726
w_o_task_support,0,dropout030_delay2_relay_failure_early,10,1,1,48,24,48,-1,0,0,0.0000,4fa0baa3d3e68841
w_o_task_support,0,dropout030_delay2_relay_failure_early,15,1,1,44,24,44,-1,0,0,0.0000,4a7592ba7f1369ea
w_o_task_support,0,dropout030_delay2_relay_failure_early,12,1,1,46,24,46,-1,0,0,0.0000,919399e7092af60a
w_o_task_support,0,dropout030_delay2_relay_failure_early,13,1,1,47,24,47,-1,0,0,0.0000,22333b5106a7f5ca
w_o_task_support,0,dropout030_delay2_relay_failure_early,14,1,1,48,24,48,-1,0,0,0.0000,0a15a24842b997e9
w_o_task_support,0,dropout030_delay2_relay_failure_early,19,1,1,46,24,46,-1,0,0,0.0000,4cfb6c4825fd8b68
w_o_task_support,0,dropout030_delay2_relay_failure_early,16,1,1,47,24,47,-1,0,0,0.0000,57850c4b3257df01
w_o_task_support,0,dropout030_delay2_relay_failure_early,17,1,1,47,24,47,-1,0,0,0.0000,a859981772930528
w_o_task_support,0,dropout030_delay2_relay_failure_early,18,1,1,48,24,48,-1,0,0,0.0000,177741ca618f8109
w_o_task_support,0,dropout030_delay2_relay_failure_early,20,1,1,45,24,45,-1,0,0,0.0000,8cbd259579e6e356
w_o_task_support,0,dropout030_delay2_relay_failure_early,23,1,1,45,24,45,-1,0,0,0.0000,63150efd1d73be8b
w_o_task_support,0,dropout030_delay2_relay_failure_early,21,1,1,47,24,47,-1,0,0,0.0000,4620de1bd173c3a2
w_o_task_support,0,dropout030_delay2_relay_failure_early,22,1,1,47,24,47,-1,0,0,0.0000,02746f052926a5b0
w_o_task_support,0,dropout030_delay2_relay_failure_early,26,1,1,48,24,48,-1,0,0,0.0000,7e05edefc11063b2
w_o_task_support,0,dropout030_delay2_relay_failure_early,24,0,0,260,24,-1,-1,0,0,,9def4825570462c1
w_o_task_support,0,dropout030_delay2_relay_failure_early,25,0,0,260,24,-1,-1,0,0,,f895b6194f8c628b
w_o_task_support,0,dropout030_delay2_relay_failure_early,27,0,0,260,24,-1,-1,0,0,,5a994ceacd39bc21
w_o_task_support,0,dropout030_delay2_relay_failure_early,30,1,1,45,24,45,-1,0,0,0.0000,53b2f5e008385338
w_o_task_support,0,dropout030_delay2_relay_failure_early,31,1,1,46,24,46,-1,0,0,0.0000,3e9e423fa63fde0d
w_o_task_support,0,dropout030_delay2_relay_failure_early,28,1,1,47,24,47,-1,0,0,0.0000,5d998954dce64d6a
w_o_task_support,0,dropout030_delay2_relay_failure_early,29,1,1,47,24,47,-1,0,0,0.0000,e86e2ff8f17c1faa
w_o_task_support,0,dropout030_delay2_relay_failure_early,33,1,1,45,24,45,-1,0,0,0.0000,1202c052061a659f
w_o_task_support,0,dropout030_delay2_relay_failure_early,34,1,1,46,24,46,-1,0,0,0.0000,e6c86d69a9e8d65c
w_o_task_support,0,dropout030_delay2_relay_failure_early,32,0,0,260,24,-1,-1,0,0,,7d20c40b8f103e12
w_o_task_support,0,dropout030_delay2_relay_failure_early,35,0,0,260,24,-1,-1,0,0,,9512a0cf1fa045e8
w_o_task_support,0,dropout030_delay2_relay_failure_early,39,1,1,45,24,45,-1,0,0,0.0000,cffd5d89126aced2
w_o_task_support,0,dropout030_delay2_relay_failure_early,37,1,1,46,24,46,-1,0,0,0.0000,6c26e0cf01aab8eb
w_o_task_support,0,dropout030_delay2_relay_failure_early,38,1,1,46,24,46,-1,0,0,0.0000,d08941cba7d2737f
w_o_task_support,0,dropout030_delay2_relay_failure_early,36,1,1,49,24,49,-1,0,0,0.0000,1a12b17dbf9daea3
w_o_task_support,0,dropout030_delay2_relay_failure_early,41,1,1,45,24,45,-1,0,0,0.0000,f2198a226449388c
w_o_task_support,0,dropout030_delay2_relay_failure_early,40,1,1,46,24,46,-1,0,0,0.0000,31ccaed7f6158380
w_o_task_support,0,dropout030_delay2_relay_failure_early,42,1,1,47,24,47,-1,0,0,0.0000,189b4902f977bb91
w_o_task_support,0,dropout030_delay2_relay_failure_early,43,0,0,260,24,-1,-1,0,0,,e256c4605253a8d4
